iso3,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,variable,is_WTO
SGP,88515081.2064965,73952112.5188368,65732156.8189434,59694638.9622317,64016092.7700864,70355683.7298726,72628862.7352256,77566186.7162099,80217683.2284967,78996218.6318323,86762009.5342868,96835744.9515026,98343602.4645915,105889874.530488,108910109.699313,100450974.687227,100760043.431053,101527988.992686,106020166.073547,gdp_ffa,TRUE
SGP,33646.3534949992,32382.3498311457,32875.9388519869,34636.5226910176,36159.3882663567,38065.7825046532,41568.9887859965,43503.087503035,41635.8024289909,39795.5797500325,46726.5822121101,47497.1463458328,47937.346744059,49013.4844826789,51295.4401185832,50340.305460791,51530.1750197435,52894.6058077506,53113.6921503326,gni_per_capita,TRUE
SGP,4027887,4138012,4175950,4114826,4166664,4265762,4401365,4588599,4839396,4987573,5076732,5183688,5312437,5399162,5469724,5535002,5607283,5612253,5638676,population,TRUE
SLB,435103853.485036,400463452.065176,341661643.551446,332738245.913215,375111894.932329,413909879.281265,456705433.996978,516074228.959749,608229326.656255,597765363.128492,681151193.502387,932725583.343148,1063879445.83424,1129787198.20326,1172268300.95047,1154650068.85921,1230459714.14912,1309631133.19979,1395608475.32223,gdp,TRUE
SLB,144451649.668887,97877131.4892005,104003215.386439,129871168.014495,138161850.174356,139855774.977091,159997371.70642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gdp_ffa,TRUE
SLB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,940.672048679816,NA,NA,NA,NA,NA,NA,NA,NA,gni_per_capita,TRUE
SLB,412660,423944,435432,447017,458539,469918,481078,492132,503360,515181,527861,541521,556064,571335,587079,603118,619437,636038,652858,population,TRUE
SLE,635874002.198748,1090467712.30773,1253340519.53311,1385810072.19217,1448536630.88143,1650494366.99875,1885112201.85278,2158496872.85796,2505458705.03338,2453899846.88317,2578026297.15912,2942546781.04548,3801862611.36414,4920343194.99339,5015157815.73406,4218723875.1379,3674794530.18956,3739577973.23943,4085114794.22324,gdp,TRUE
SLE,349820754.266048,492197367.268333,579221873.797046,642414080.412283,702338285.825343,815203122.764062,948099973.355024,1126218346.71061,1344266494.81218,1356046715.40177,1364876219.64072,1606438272.67326,1923442766.72467,2360943478.04942,2597477049.3311,2474361442.9472,2139051642.39958,2254350171.97395,2407538287.48755,gdp_ffa,TRUE
SLE,NA,266.075103784781,322.555059445752,338.150419635802,344.007541333607,345.688210035325,350.06281671989,393.660183745724,416.065960213857,423.981630556416,406.267768225954,411.570293963469,485.685252681797,552.140656718912,556.208384300641,435.102909070929,408.12514925481,452.27350655043,NA,gni_per_capita,TRUE
SLE,4584571,4754072,4965766,5201070,5433991,5645624,5829237,5989633,6133603,6272734,6415634,6563240,6712581,6863980,7017144,7171914,7328838,7488431,7650154,population,TRUE
SLV,11784927700,12282533600,12664190300,13243892200,13724810900,14698001400,15999886400,17011750900,17986890000,17601620000,18448000000,20284000000,21386000000,21990970000,22593480000,23438240000,24191440000,24979200000,26117400000,gdp,TRUE
SLV,845307500,821270700,737433800,726877400,786147000,907110000,967380000,1189650000,1275290000,1173780000,1288000000,1487000000,1393000000,1234420000,1325520000,1296080000,1386690000,1347130000,1329670000,gdp_ffa,TRUE
SLV,2603.84870572463,2608.54674170295,2622.76969081433,2631.08851946933,2638.53324393023,2696.90148287356,2820.70184513471,2863.1150913344,2943.50697185199,2840.28016091921,2896.2422429302,2990.90530853901,3028.18694373571,3066.50508487398,3104.54450612743,3157.49617614632,3203.71316342922,3246.65012796825,3310.15347501483,gni_per_capita,TRUE
SLV,5887936,5927006,5962136,5994077,6023797,6052123,6079399,6105810,6131764,6157686,6183875,6210568,6237923,6266070,6295128,6325124,6356143,6388122,6420744,population,TRUE
SMR,1005159388.24397,1077413479.05282,1168269230.76923,1464326160.8154,1723750000,1785847531.40157,1908167105.75837,2185874623.59704,2393437820.41892,2056126701.86163,1881214370.93994,1813752783.96437,1604779647.95066,1678841811.66158,1673973694.69908,1419061355.81937,1468895284.48085,1528468142.79259,1637931034.48276,gdp,TRUE
SMR,27462,27812,28175,28562,28940,29324,29700,30063,30434,30816,31229,31661,32105,32553,32948,33272,33504,33671,33785,population,TRUE
SOM,8872254,9186725,9501342,9815412,10130243,10446863,10763905,11080121,11397188,11717692,12043883,12376302,12715510,13063706,13423576,13797201,14185613,14589119,15008154,population,TRUE
SRB,6875844403.38854,12960538723.7591,17120906918.3503,22482365321.7656,26141969873.9667,27683225959.2468,32482070360.3204,43170990616.4729,52194221468.5007,45162894380.9318,41819468691.8251,49258136128.9672,43309252921.0567,48394238300.4008,47062205546.5,39628549949.7295,40630392018.541,44120425319.8576,50597289146.7041,gdp,TRUE
SRB,1173707649.22213,1899074479.51615,1672224266.78965,1817802776.39818,2230027029.15655,1865679964.26526,2214484003.46708,2641650200.58679,3885723258.58928,3252403796.35576,2761112018.8244,3667343938.77824,2786802359.35221,3588053626.80824,3325360583.58492,2657512907.6549,2763718582.0365,2656343002.75894,3209192703.57604,gdp_ffa,TRUE
SRB,3517.81868318017,3768.08973308284,3994.1846050818,4169.74158520784,4546.66703968446,4798.43796330257,5055.86702157861,5365.41157003895,5651.88650553791,5580.22216865286,5613.10804994975,5771.7283710801,5698.33607140921,5849.72604033651,5787.1178968999,5868.10280076223,6039.90494424556,6126.71147019849,6532.01141504476,gni_per_capita,TRUE
SRB,7516346,7503433,7496522,7480591,7463157,7440769,7411569,7381579,7350222,7320807,7291436,7234099,7199077,7164132,7130576,7095383,7058322,7020858,6982604,population,TRUE
SSD,NA,NA,NA,NA,NA,NA,NA,NA,14586253383.0632,12231264525.0671,14602072410.9506,14907308932.7534,11931472169.4915,18426469016.9492,13962212847.4576,11997800760.2242,NA,NA,NA,gdp,TRUE
SSD,NA,NA,NA,NA,NA,NA,NA,NA,611957920.910439,638477097.584206,773003557.638075,697205419.872867,736903491.525424,1775539423.72881,1060641593.22034,1242373869.37462,NA,NA,NA,gdp_ffa,TRUE
SSD,6199394,6447793,6688226,6935676,7213351,7535932,7907406,8315139,8736939,9142259,9508364,9830698,10113647,10355036,10554883,10715658,10832512,10910759,10975920,population,TRUE
STP,NA,75951210.6852445,85171308.1654435,102085583.465275,114582561.627097,136450274.673234,142775597.255916,149146423.083742,188021190.592847,187820464.571058,197454066.794244,233213982.942648,252560781.187724,302924710.0271,348941715.764849,318266475.3334,347544771.975132,375040835.10034,422295934.152254,gdp,TRUE
STP,NA,7907092.2066025,9275728.13397445,10848816.8085926,11645102.652919,12290983.1407464,12948042.3501438,14563818.6277407,18544762.915782,21055569.6085387,22952034.2079941,27159939.6240119,29871976.6734493,37360991.8699187,40685049.6036044,38919644.5546975,40573856.9409768,45306332.2462985,47945621.6356881,gdp_ffa,TRUE
STP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1097.98382889132,NA,NA,NA,NA,NA,NA,NA,NA,gni_per_capita,TRUE
STP,142262,144755,147447,150415,153737,157472,161681,166300,171120,175876,180371,184524,188404,192087,195727,199432,203227,207089,211028,population,TRUE
SUR,947671969.69697,834279357.798165,1093574468.08511,1274190311.41869,1484092538.40527,1793388732.29125,2626380435.17877,2936612021.85792,3532969034.60838,3875409836.06557,4368398047.64333,4422276621.78703,4980000000,5145757575.75758,5240606060.60606,4787367928.11777,3128953536.91038,3210064505.78949,3458090452.26131,gdp,TRUE
SUR,90400757.5757576,75876605.5045871,73321702.1276596,82564013.8408304,77542062.911485,88223450.5985284,262419360.71728,297996357.01275,315482695.810565,381420765.027322,413783055.292489,386168910.648715,417575757.575758,436666666.666667,481212121.212121,433459185.764041,309058215.329287,371542663.301147,402010050.251256,gdp_ffa,TRUE
SUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8058.68122436267,NA,NA,NA,NA,NA,NA,NA,NA,gni_per_capita,TRUE
SUR,470949,476579,482235,487942,493679,499464,505295,511181,517123,523111,529131,535179,541245,547291,553273,559143,564888,570496,575991,population,TRUE
SVK,29169953012.7142,30752150335.5705,35130340673.8189,46816589164.7856,57332015147.7527,62785305310.2848,70708098105.6329,86454081576.7862,100469509301.304,89046289247.0131,90183986821.6439,98997521242.3941,94416582465.2848,98723944143.6938,101171217100.824,88457167724.277,89640616270.8866,95481955557.6908,105820499976.721,gdp,TRUE
SVK,498895338.124194,652012527.964206,717677395.068699,847559819.413092,956000744.971443,1016359905.48439,1306894994.35454,1984983575.14372,2545094477.8087,1856733814.9486,1503948866.89513,2141665042.78714,2146026893.92278,2697145635.29272,3265375657.51785,2320815395.86863,2412057820.08035,2289143008.1153,2515408305.83765,gdp_ffa,TRUE
SVK,10284.965103368,10703.6446285211,11139.4110855197,11174.2926976759,11901.8565689988,12872.9850268476,13933.4484266827,15444.9729423947,16483.7799759706,15759.4933813963,16378.8877498916,16591.10984818,17191.7884843833,17460.9771776455,17859.9016835005,18448.9602566532,18926.5822301565,19433.9453958605,NA,gni_per_capita,TRUE
SVK,5388720,5378867,5376912,5373374,5372280,5372807,5373054,5374622,5379233,5386406,5391428,5398384,5407579,5413393,5418649,5423801,5430798,5439232,5446771,population,TRUE
SVN,20289627636.6767,20876309575.5183,23489889975.0623,29634713062.594,34414784504.2352,36206396343.7383,39481044912.8089,48006373117.9852,55552508715.3948,50368056543.4843,48161250935.0166,51516367349.8866,46580457470.2769,48401896409.9842,49930685013.4603,43090173061.9713,44651537259.9731,48561672400.8437,54034358544.2622,gdp,TRUE
SVN,626049074.472665,582046495.557749,699811770.573566,667394191.83154,836151968.111609,878078970.277329,836661146.65663,983203941.965508,1015451296.32342,914639899.972214,912109137.588502,1103792592.06942,914609986.138639,954110654.586325,1007150117.43593,903427165.540755,891804837.084019,899661708.564119,1137531284.86023,gdp_ffa,TRUE
SVN,NA,NA,NA,NA,20873.8692858565,21734.3545235439,22837.7020117032,24033.8849224649,24761.5494586832,22903.3417527312,23198.1146113389,23344.5175712046,22637.819753085,22422.0359359593,23115.0917942218,23090.1631194341,23924.6378155219,25254.3098504577,26261.733043749,gni_per_capita,TRUE
SVN,1988925,1992060,1994530,1995733,1997012,2000474,2006868,2018122,2021316,2039669,2048583,2052843,2057159,2059953,2061980,2063531,2065042,2066388,2073894,population,TRUE
SWE,262835454366.855,242395852494.409,266849061835.659,334337212322.076,385118044877.465,392218088878.779,423093437423.762,491252589217.021,517706149201.196,436537014293.554,495812558843.31,574094112972.733,552483727282.802,586841821796.891,581964017237.095,505103781349.757,515654671469.547,541018749769.097,555455371487.089,gdp,TRUE
SWE,5106524633.82157,4714447531.73074,5069271138.22391,6214090498.74479,7039012641.34768,4917504114.75827,5763465343.8508,7754039178.55241,8114882189.61934,6271655909.48287,8177981597.70304,9590141591.93004,8547729101.24811,8606270163.38982,8399476153.23902,7321774200.63943,7212690972.40809,7809812476.96453,7735732893.67044,gdp_ffa,TRUE
SWE,44923.5648432936,45459.6848052847,46405.1683991455,47964.2255145308,49293.9395424829,50897.1065484819,53615.1165944265,55272.4189066146,54835.6184364765,51459.9960021473,54253.5945145055,55196.8687823488,54596.9108616956,54755.014124404,55582.0909059111,56731.1958085871,57057.6227602264,58383.4052792973,58850.0212473337,gni_per_capita,TRUE
SWE,8872109,8895960,8924958,8958229,8993531,9029572,9080505,9148092,9219637,9298515,9378126,9449213,9519374,9600379,9696110,9799186,9923085,10057698,10175214,population,TRUE
SWZ,1738100853.05052,1542477355.35654,1432228172.702,2197612767.195,2770082822.46579,3178126554.80949,3291353806.39445,3469363925.39813,3294093364.16017,3580417161.33448,4438778547.23269,4820499497.32134,4886658806.33374,4597702903.12892,4422304974.7989,4073390989.81887,3840677845.0034,4446248676.29633,4710618470.04358,gdp,TRUE
SWZ,214064079.656474,186627731.12172,179064948.248219,272180126.112073,267575391.665119,348696303.052223,368112116.960792,373101484.656655,329391359.608774,331202390.927222,450811779.489701,468546997.011472,498589366.626066,465077627.36792,408427902.733882,379713298.168337,341901046.906866,370949316.773913,404655038.554781,gdp_ffa,TRUE
SWZ,3183.01977422595,3346.73644401129,3254.44466441978,3290.53121602018,3473.60076040411,3896.67356192037,3880.22715635255,4059.49509044929,4005.94832954285,3959.5973103466,3956.12389187342,4208.36044449056,4411.72348669861,4617.49525946251,4591.95829249518,4695.9436300618,4400.27730437981,4422.55143944738,4338.92823833401,gni_per_capita,TRUE
SWZ,1005435,1013609,1019059,1022802,1026286,1030579,1036092,1042652,1049945,1057467,1064837,1072032,1079288,1086839,1095021,1104044,1113984,1124753,1136191,population,TRUE
SXM,30519,30600,30777,31472,32488,33011,33441,33811,33964,34238,34056,33435,34640,36607,37685,38825,39969,40574,40654,population,TRUE
SYC,614879764.780006,622262057.191635,697518248.175182,705704816.042365,839319927.272727,919103254.545455,1016418229.25159,1033561654.0568,967199593.960157,847397850.094417,969936525.298729,1065826669.89742,1060226125.62616,1328157608.83087,1343007841.37616,1377495052.12916,1426651766.47613,1524486801.19044,1586008996.62616,gdp,TRUE
SYC,17396478.7006896,17584293.6406317,20127737.2262774,18608698.8723684,29016436.3636364,29912690.9090909,30295958.1136656,28388473.5341959,24845694.2858351,19125283.8007627,21929075.7221697,23676027.7845085,21679640.1501322,35426466.0756197,31825212.4045846,28183237.0680266,28688128.7726358,28670657.4541511,31454184.9169993,gdp_ffa,TRUE
SYC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10223.518416304,NA,NA,NA,NA,NA,NA,NA,NA,gni_per_capita,TRUE
SYC,81131,81202,83723,82781,82475,82858,84600,85033,86956,87298,89770,87441,88303,89949,91359,93419,94677,95843,96762,population,TRUE
SYR,19325894913.1254,21099833783.503,21582248881.6592,21828144686.0394,25086930693.0693,28858965517.2414,33332844574.7801,40405006007.2086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gdp,TRUE
SYR,4665815365.29202,5459796384.79119,5548576657.17771,5390184921.76387,5586000000,5981436781.60919,6999374389.05181,7893872647.17661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gdp_ffa,TRUE
SYR,16410848,16766561,17084632,17415214,17827825,18361176,19059258,19878254,20664038,21205873,21362529,21082966,20442541,19584274,18715672,17997408,17453933,17068002,16906283,population,TRUE
TCA,NA,358744800,366707910,409753640,485598810,578645760,721891470,773489740,862683630,703175750,686787810,728789570,715722770,740776770,823968140,893501650,950357510,962525840,1022312010,gdp,TRUE
TCA,NA,4806540,3966830,5244940,6232120,6644470,7020480,6949980,4907150,4928070,4198360,4686400,3294000,4176860,4130580,4838480,5115860,5000670,5243500,gdp_ffa,TRUE
TCA,20164,21573,23232,25011,26700,28180,29391,30385,31202,31934,32660,33377,34066,34731,35369,35981,36559,37115,37665,population,TRUE
TCD,1385058161.76746,1709347793.32873,1987622279.11463,2736666515.8294,4414929219.99649,6646663561.2656,7422102655.98832,8638711442.7705,10351932604.4154,9253484108.49701,10668102734.8132,12172309522.6172,12367363677.6199,12953535495.8781,13940768065.6063,10950392219.9104,10097778353.7651,10000395242.1457,11239167048.4916,gdp,TRUE
TCD,563789227.113318,688789185.424776,753367526.308193,883560791.004409,1010894123.77566,3576843793.96593,4139449188.27111,4723064733.67235,5651102907.66992,4307440650.01462,5541612430.45848,6231759943.69002,6789659632.05233,6482621771.71231,7060661179.08535,5518513923.35436,4657681362.44409,4861500780.06505,5068441335.03407,gdp_ffa,TRUE
TCD,NA,NA,NA,NA,NA,NA,NA,696.23893421775006,673.198043727758,778.204802166287,862.808067507441,841.603808309278,887.094417225026,885.599387458518,919.012109009303,932.245737166298,856.064335875337,809.486254788797,802.699928094083,gni_per_capita,TRUE
TCD,8355654,8678051,9019233,9373916,9734767,10096633,10457124,10818024,11183588,11560147,11952136,12360989,12784750,13220424,13663559,14110975,14561666,15016773,15477751,population,TRUE
TGO,1488185772.47585,1481141849.98469,1698678686.38235,2111093197.99043,2255942249.33218,2280575830.08337,2349495620.59025,2659095101.10026,3310277926.58997,3365711796.38206,3429461495.41335,3872459249.74631,3873308389.30006,4321655656.33177,4574986536.90791,4180866177.03946,4486979198.3066,4819949975.18151,5356344850.49415,gdp,TRUE
TGO,454814049.428331,502545976.234536,563186502.153121,599109173.722037,701866246.766895,833551797.350399,790449577.83672,774852971.455565,1287766619.33211,1041001481.83037,985603189.042396,1156900051.90466,1647082488.2584,1621262288.5299,1175079335.5359,1019044447.1921,1082561487.77534,1138334481.11423,1254384535.68435,gdp_ffa,TRUE
