Year,Variable,Fleet,Region,BAU,Reform,Diff,run_id,run_name,run_group
2019,biomass,Total,atlantic,114476098.84208268,114476098.84208268,0,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2034,profits_fleet,affected_oa,indian,-287067.6736431122,-225996.9924594164,0.21273966660425858,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2035,profits_fleet,affected_oa,indian,-196138.10428142548,-149714.11153829098,0.23669033058728767,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2036,profits_fleet,affected_oa,indian,-133736.8757994175,-97394.29480326176,0.27174689687430276,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2037,profits_fleet,affected_oa,indian,-90911.07579159737,-61508.2658084631,0.3234238482727523,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2038,profits_fleet,affected_oa,indian,-61518.862080812454,-36894.21181213856,0.4002780518977488,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2039,profits_fleet,affected_oa,indian,-41346.07408165932,-20012.478288650513,0.5159763355252189,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2040,profits_fleet,affected_oa,indian,-27500.85592675209,-8435.353156805038,0.6932694320761357,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2041,profits_fleet,affected_oa,indian,-17998.583186864853,-497.55133533477783,0.972356083244492,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2042,profits_fleet,affected_oa,indian,-11477.169850111008,4943.329730987549,1.430709817450313,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2043,profits_fleet,affected_oa,indian,-7001.7542243003845,8671.040148496628,2.2384096714510195,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2044,profits_fleet,affected_oa,indian,-3930.681476831436,11223.299620270729,3.85530630920467,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2045,profits_fleet,affected_oa,indian,-1823.5355079174042,12969.041980862617,8.112031503940443,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2046,profits_fleet,affected_oa,indian,-378.02197265625,14161.401615262032,38.46184782792915,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2047,profits_fleet,affected_oa,indian,613.3506410121918,14974.063059806824,23.413544322861775,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2048,profits_fleet,affected_oa,indian,1293.0029909610748,15526.198884010315,11.007859991468282,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2049,profits_fleet,affected_oa,indian,1758.6919348239899,15899.579348683357,8.040571025461938,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2050,profits_fleet,affected_oa,indian,2077.5174326896667,16150.311407327652,6.773851209719373,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2051,profits_fleet,affected_oa,indian,2295.536796808243,16316.89327454567,6.1080948461523175,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2052,profits_fleet,affected_oa,indian,2444.363669395447,16425.740863204002,5.719843314995147,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2053,profits_fleet,affected_oa,indian,2545.6976356506348,16494.979707360268,5.4795518039378015,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2054,profits_fleet,affected_oa,indian,2614.4332790374756,16537.046884655952,5.325289314992272,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2055,profits_fleet,affected_oa,indian,2660.7942399978638,16560.4762455225,5.223884581746462,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2056,profits_fleet,affected_oa,indian,2691.798009634018,16571.123371839523,5.156154106857581,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2057,profits_fleet,affected_oa,indian,2712.261397123337,16573.006202816963,5.110401534451853,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2058,profits_fleet,affected_oa,indian,2725.490660905838,16568.88162982464,5.0792289137097395,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2059,profits_fleet,affected_oa,indian,2733.7552151679993,16560.64137995243,5.057836227642905,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2060,profits_fleet,affected_oa,indian,2738.6127886772156,16549.583456516266,5.043053448424859,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2061,profits_fleet,affected_oa,indian,2741.1325919628143,16536.598496437073,5.032761255301366,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2062,profits_fleet,affected_oa,indian,2742.0485424995422,16522.297619462013,5.025530680212154,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2063,profits_fleet,affected_oa,indian,2741.864408016205,16507.100138425827,5.02039258037893,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2064,profits_fleet,affected_oa,indian,2740.9259469509125,16491.293776273727,5.01668709605932,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2065,profits_fleet,affected_oa,indian,2739.470511674881,16475.07594382763,5.013963601219769,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2066,profits_fleet,affected_oa,indian,2737.6610136032104,16458.5820748806,5.011913817342348,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2067,profits_fleet,affected_oa,indian,2735.6092643737793,16441.905113339424,5.01032659432202,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2068,profits_fleet,affected_oa,indian,2733.3920290470123,16425.10881114006,5.009057111674763,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2069,profits_fleet,affected_oa,indian,2731.0619761943817,16408.236902356148,5.008006059686835,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2070,profits_fleet,affected_oa,indian,2728.6552822589874,16391.31940293312,5.007105224872211,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2071,profits_fleet,affected_oa,indian,2726.196748971939,16374.376880288124,5.00630783029984,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2072,profits_fleet,affected_oa,indian,2723.703433275223,16357.423444151878,5.005581681292761,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2073,profits_fleet,affected_oa,indian,2721.186999797821,16340.468784451485,5.004904766069201,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2074,profits_fleet,affected_oa,indian,2718.6555049419403,16323.519521713257,5.004261846357713,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2075,profits_fleet,affected_oa,indian,2716.114431142807,16306.580183625221,5.003642555208624,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2076,profits_fleet,affected_oa,indian,2713.5675723552704,16289.653895258904,5.003039710973596,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2077,profits_fleet,affected_oa,indian,2711.017514705658,16272.742773652077,5.0024484111157985,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2078,profits_fleet,affected_oa,indian,2708.4660301208496,16255.84826374054,5.001865293106599,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2079,profits_fleet,affected_oa,indian,2705.9143617153168,16238.971357703209,5.001287988807266,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2080,profits_fleet,affected_oa,indian,2703.3633275032043,16222.112713336945,5.000714942123412,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2019,profits_fleet,unaffected_managed,indian,-15.244601525079148,-15.244601525079148,0,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2020,profits_fleet,unaffected_managed,indian,-13.132235366199097,13.48274089268773,2.0266904694223493,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2021,profits_fleet,unaffected_managed,indian,-13.270684121820473,9.669187209067914,1.7286125658864295,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2022,profits_fleet,unaffected_managed,indian,-13.198371210977662,10.182046569013423,1.7714623574569996,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2023,profits_fleet,unaffected_managed,indian,-13.173117379000054,10.128012570247378,1.7688394689622189,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2024,profits_fleet,unaffected_managed,indian,-13.149142409632319,10.137140831366182,1.7709355116528578,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2025,profits_fleet,unaffected_managed,indian,-13.126127888618363,10.13499467154837,1.772123718247207,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2026,profits_fleet,unaffected_managed,indian,-13.102195434217208,10.13350022043413,1.7734200173789085,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2027,profits_fleet,unaffected_managed,indian,-13.077122469360745,10.132102291624264,1.7747960084768981,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2028,profits_fleet,unaffected_managed,indian,-13.05102199054317,10.131152089609927,1.7762727008621244,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2029,profits_fleet,unaffected_managed,indian,-13.024117408009815,10.130622943048351,1.7778356587002226,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2030,profits_fleet,unaffected_managed,indian,-12.996626025629318,10.13044615210832,1.7794673888539303,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2031,profits_fleet,unaffected_managed,indian,-12.968726826029524,10.130540564372708,1.7811515116533805,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2032,profits_fleet,unaffected_managed,indian,-12.940556412523215,10.130835330186741,1.7828747858463514,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2033,profits_fleet,unaffected_managed,indian,-12.912214911840927,10.131274349689178,1.784627147151839,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2034,profits_fleet,unaffected_managed,indian,-12.883773981865971,10.1318155214842,1.7864012156488325,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2035,profits_fleet,unaffected_managed,indian,-12.855284145489705,10.132428202617788,1.7881916951771748,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2036,profits_fleet,unaffected_managed,indian,-12.826780677030918,10.133090513465262,1.789994837255674,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2037,profits_fleet,unaffected_managed,indian,-12.798288039201424,10.13378702479416,1.7918080132088103,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2038,profits_fleet,unaffected_managed,indian,-12.769823113211103,10.134506946332053,1.7936293914554957,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2039,profits_fleet,unaffected_managed,indian,-12.741397501827358,10.135242774757202,1.7954577018183144,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2040,profits_fleet,unaffected_managed,indian,-12.713019150179463,10.135989312904925,1.7972920667520462,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2041,profits_fleet,unaffected_managed,indian,-12.684693476864489,10.136742970885038,1.7991318820098698,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2042,profits_fleet,unaffected_managed,indian,-12.656424158980052,10.137501273867187,1.8009767329640556,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2043,profits_fleet,unaffected_managed,indian,-12.628213674965764,10.138262518138376,1.8028263362566093,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2044,profits_fleet,unaffected_managed,indian,-12.600063679060213,10.13902553206161,1.8046804992669558,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2045,profits_fleet,unaffected_managed,indian,-12.571975259181421,10.139789510551267,1.8065390920290025,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2046,profits_fleet,unaffected_managed,indian,-12.543949114327454,10.140553900762356,1.8084020278095687,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2047,profits_fleet,unaffected_managed,indian,-12.51598567652308,10.141318323287337,1.8102692496932113,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2048,profits_fleet,unaffected_managed,indian,-12.488085194603165,10.142082517905678,1.8121407213244083,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2049,profits_fleet,unaffected_managed,indian,-12.46024779175697,10.142846306266605,1.8140164205222762,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2050,profits_fleet,unaffected_managed,indian,-12.432473505047462,10.143609566239078,1.8158963348782422,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2051,profits_fleet,unaffected_managed,indian,-12.404762312531638,10.14437221429283,1.8177804587230746,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2052,profits_fleet,unaffected_managed,indian,-12.377114151897118,10.145134193395492,1.8196687910356295,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2053,profits_fleet,unaffected_managed,indian,-12.349528933233636,10.145895464697773,1.8215613340031378,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2054,profits_fleet,unaffected_managed,indian,-12.322006547819583,10.146656001835694,1.823458092028946,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2055,profits_fleet,unaffected_managed,indian,-12.294546874135122,10.14741578700908,1.8253590710493683,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2056,profits_fleet,unaffected_managed,indian,-12.267149782001447,10.148174808292865,1.827264278062572,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2057,profits_fleet,unaffected_managed,indian,-12.239815135419136,10.148933057802864,1.8291737208051655,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2058,profits_fleet,unaffected_managed,indian,-12.212542794509211,10.149690530411348,1.8310874075278307,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2059,profits_fleet,unaffected_managed,indian,-12.185332616854453,10.150447222899842,1.8330053468429737,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2060,profits_fleet,unaffected_managed,indian,-12.158184458413523,10.151203133345675,1.8349275476176043,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2061,profits_fleet,unaffected_managed,indian,-12.131098174150729,10.151958260720662,1.8368540189010034,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2062,profits_fleet,unaffected_managed,indian,-12.104073618465392,10.152712604610528,1.8387847698746675,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2063,profits_fleet,unaffected_managed,indian,-12.077110645490066,10.15346616501823,1.8407198098172448,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2064,profits_fleet,unaffected_managed,indian,-12.05020910929241,10.154218942239126,1.8426591480814047,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2065,profits_fleet,unaffected_managed,indian,-12.023368864011132,10.154970936761615,1.8446027940769507,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2066,profits_fleet,unaffected_managed,indian,-11.99658976395559,10.155722149209154,1.8465507572595818,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2067,profits_fleet,unaffected_managed,indian,-11.969871663667021,10.156472580300246,1.8485030471236286,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2068,profits_fleet,unaffected_managed,indian,-11.943214417962402,10.157222230812962,1.850459673196243,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2069,profits_fleet,unaffected_managed,indian,-11.916617881969088,10.157971101568123,1.8524206450336924,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2070,profits_fleet,unaffected_managed,indian,-11.890081911136477,10.158719193419515,1.85438597221981,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2071,profits_fleet,unaffected_managed,indian,-11.863606361260103,10.15946650723616,1.8563556643628443,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2072,profits_fleet,unaffected_managed,indian,-11.837191088481077,10.160213043900498,1.8583297310953721,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2073,profits_fleet,unaffected_managed,indian,-11.810835949300198,10.160958804305878,1.8603081820730838,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2074,profits_fleet,unaffected_managed,indian,-11.784540800571193,10.161703789348607,1.8622910269745998,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2075,profits_fleet,unaffected_managed,indian,-11.758305499514663,10.162447999928176,1.8642782755004659,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2076,profits_fleet,unaffected_managed,indian,-11.732129903711524,10.16319143694885,1.8662699373737472,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2077,profits_fleet,unaffected_managed,indian,-11.706013871106244,10.163934101313757,1.8682660223392715,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2078,profits_fleet,unaffected_managed,indian,-11.679957260006724,10.164675993925343,1.870266540163649,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2079,profits_fleet,unaffected_managed,indian,-11.653959929078837,10.165417115687191,1.8722715006358097,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
2080,profits_fleet,unaffected_managed,indian,-11.628021737357898,10.16615746750243,1.874280913565988,RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition,Chair's text - Consolidated text  (RD/TN/RL/126 | TN/RL/GEN/199 | Objective Definition),Other
