pooled_commodity,ISSCAAP_group,ISSCAAP_division,group_for_pairing,Year,exvessel_price_USD/t
Jellyfish,Miscellaneous aquatic invertebrates,MISCELLANEOUS AQUATIC ANIMALS,Miscellaneous aquatic invertebrates,2000,167.222917
Jellyfish,Miscellaneous aquatic invertebrates,MISCELLANEOUS AQUATIC ANIMALS,Miscellaneous aquatic invertebrates,2001,175.1030685
Jellyfish,Miscellaneous aquatic invertebrates,MISCELLANEOUS AQUATIC ANIMALS,Miscellaneous aquatic invertebrates,2002,154.8869738
Jellyfish,Miscellaneous aquatic invertebrates,MISCELLANEOUS AQUATIC ANIMALS,Miscellaneous aquatic invertebrates,2003,152.1174301
Jellyfish,Miscellaneous aquatic invertebrates,MISCELLANEOUS AQUATIC ANIMALS,Miscellaneous aquatic invertebrates,2004,146.2736738
Jellyfish,Miscellaneous aquatic invertebrates,MISCELLANEOUS AQUATIC ANIMALS,Miscellaneous aquatic invertebrates,2005,169.4318047
Jellyfish,Miscellaneous aquatic invertebrates,MISCELLANEOUS AQUATIC ANIMALS,Miscellaneous aquatic invertebrates,2006,115.2497537
Jellyfish,Miscellaneous aquatic invertebrates,MISCELLANEOUS AQUATIC ANIMALS,Miscellaneous aquatic invertebrates,2007,136.8173258
Jellyfish,Miscellaneous aquatic invertebrates,MISCELLANEOUS AQUATIC ANIMALS,Miscellaneous aquatic invertebrates,2008,132.0854415
Jellyfish,Miscellaneous aquatic invertebrates,MISCELLANEOUS AQUATIC ANIMALS,Miscellaneous aquatic invertebrates,2009,139.9428645
Jellyfish,Miscellaneous aquatic invertebrates,MISCELLANEOUS AQUATIC ANIMALS,Miscellaneous aquatic invertebrates,2010,139.351797
Jellyfish,Miscellaneous aquatic invertebrates,MISCELLANEOUS AQUATIC ANIMALS,Miscellaneous aquatic invertebrates,2011,190.039206
Jellyfish,Miscellaneous aquatic invertebrates,MISCELLANEOUS AQUATIC ANIMALS,Miscellaneous aquatic invertebrates,2012,219.3896852
John dory,Miscellaneous demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,1976,709.8760879
John dory,Miscellaneous demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,1977,1243.973335
John dory,Miscellaneous demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,1978,858.008394
John dory,Miscellaneous demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,1979,953.2621752
John dory,Miscellaneous demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,1980,1019.843657
John dory,Miscellaneous demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,1981,1075.373016
John dory,Miscellaneous demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,1982,1330.225392
John dory,Miscellaneous demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,1983,1185.395823
John dory,Miscellaneous demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,1984,1403.505382
John dory,Miscellaneous demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,1985,1279.153576
John dory,Miscellaneous demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,1986,1429.140744
John dory,Miscellaneous demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,1987,1780.088709
John dory,Miscellaneous demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,1988,1467.62386
John dory,Miscellaneous demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,1989,1719.219459
John dory,Miscellaneous demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,1990,1901.363261
John dory,Miscellaneous demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,1991,1434.920019
John dory,Miscellaneous demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,1992,1819.578587
John dory,Miscellaneous demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,1993,1608.523251
John dory,Miscellaneous demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,1994,1761.820593
John dory,Miscellaneous demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,1995,1733.029973
John dory,Miscellaneous demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,1996,2022.758316
John dory,Miscellaneous demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,1997,2059.725769
John dory,Miscellaneous demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,1998,1833.494628
John dory,Miscellaneous demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,1999,1611.187673
John dory,Miscellaneous demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,2000,1147.777177
John dory,Miscellaneous demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,2001,1717.176903
John dory,Miscellaneous demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,2002,2206.723261
John dory,Miscellaneous demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,2003,2044.714445
John dory,Miscellaneous demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,2004,2070.13125
John dory,Miscellaneous demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,2005,2868.77686
John dory,Miscellaneous demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,2006,3161.19559
John dory,Miscellaneous demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,2007,3411.602887
John dory,Miscellaneous demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,2008,3220.951479
John dory,Miscellaneous demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,2009,3338.049754
John dory,Miscellaneous demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,2010,2410.576159
John dory,Miscellaneous demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,2011,3453.835452
John dory,Miscellaneous demersal fishes,MARINE FISHES,Miscellaneous demersal fishes,2012,2277.105631
King crabs,"King crabs, squat-lobsters",CRUSTACEANS,"Crabs, sea-spiders",1976,2908.076924
King crabs,"King crabs, squat-lobsters",CRUSTACEANS,"Crabs, sea-spiders",1977,2813.807393
King crabs,"King crabs, squat-lobsters",CRUSTACEANS,"Crabs, sea-spiders",1978,3457.566234
King crabs,"King crabs, squat-lobsters",CRUSTACEANS,"Crabs, sea-spiders",1979,2587.810882
King crabs,"King crabs, squat-lobsters",CRUSTACEANS,"Crabs, sea-spiders",1980,2676.092813
King crabs,"King crabs, squat-lobsters",CRUSTACEANS,"Crabs, sea-spiders",1981,3373.745004
King crabs,"King crabs, squat-lobsters",CRUSTACEANS,"Crabs, sea-spiders",1982,5020.952908
King crabs,"King crabs, squat-lobsters",CRUSTACEANS,"Crabs, sea-spiders",1983,4907.087599
King crabs,"King crabs, squat-lobsters",CRUSTACEANS,"Crabs, sea-spiders",1984,5383.722846
King crabs,"King crabs, squat-lobsters",CRUSTACEANS,"Crabs, sea-spiders",1985,3848.620057
King crabs,"King crabs, squat-lobsters",CRUSTACEANS,"Crabs, sea-spiders",1986,5677.882478
King crabs,"King crabs, squat-lobsters",CRUSTACEANS,"Crabs, sea-spiders",1987,6728.858245
King crabs,"King crabs, squat-lobsters",CRUSTACEANS,"Crabs, sea-spiders",1988,4246.556473
King crabs,"King crabs, squat-lobsters",CRUSTACEANS,"Crabs, sea-spiders",1989,2382.576824
King crabs,"King crabs, squat-lobsters",CRUSTACEANS,"Crabs, sea-spiders",1990,2366.465037
King crabs,"King crabs, squat-lobsters",CRUSTACEANS,"Crabs, sea-spiders",1991,3824.702575
King crabs,"King crabs, squat-lobsters",CRUSTACEANS,"Crabs, sea-spiders",1992,4063.758147
King crabs,"King crabs, squat-lobsters",CRUSTACEANS,"Crabs, sea-spiders",1993,5062.026143
King crabs,"King crabs, squat-lobsters",CRUSTACEANS,"Crabs, sea-spiders",1994,5105.705124
King crabs,"King crabs, squat-lobsters",CRUSTACEANS,"Crabs, sea-spiders",1995,3915.354001
King crabs,"King crabs, squat-lobsters",CRUSTACEANS,"Crabs, sea-spiders",1996,5082.373962
King crabs,"King crabs, squat-lobsters",CRUSTACEANS,"Crabs, sea-spiders",1997,4160.755055
King crabs,"King crabs, squat-lobsters",CRUSTACEANS,"Crabs, sea-spiders",1998,3122.706812
King crabs,"King crabs, squat-lobsters",CRUSTACEANS,"Crabs, sea-spiders",1999,3341.26457
King crabs,"King crabs, squat-lobsters",CRUSTACEANS,"Crabs, sea-spiders",2000,4053.133674
King crabs,"King crabs, squat-lobsters",CRUSTACEANS,"Crabs, sea-spiders",2001,4332.600247
King crabs,"King crabs, squat-lobsters",CRUSTACEANS,"Crabs, sea-spiders",2002,3972.633262
King crabs,"King crabs, squat-lobsters",CRUSTACEANS,"Crabs, sea-spiders",2003,3731.202506
King crabs,"King crabs, squat-lobsters",CRUSTACEANS,"Crabs, sea-spiders",2004,4357.664879
King crabs,"King crabs, squat-lobsters",CRUSTACEANS,"Crabs, sea-spiders",2005,5472.556638
King crabs,"King crabs, squat-lobsters",CRUSTACEANS,"Crabs, sea-spiders",2006,5693.858153
King crabs,"King crabs, squat-lobsters",CRUSTACEANS,"Crabs, sea-spiders",2007,5833.970531
King crabs,"King crabs, squat-lobsters",CRUSTACEANS,"Crabs, sea-spiders",2008,6374.820741
King crabs,"King crabs, squat-lobsters",CRUSTACEANS,"Crabs, sea-spiders",2009,6732.756581
King crabs,"King crabs, squat-lobsters",CRUSTACEANS,"Crabs, sea-spiders",2010,7342.061319
King crabs,"King crabs, squat-lobsters",CRUSTACEANS,"Crabs, sea-spiders",2011,7353.309993
King crabs,"King crabs, squat-lobsters",CRUSTACEANS,"Crabs, sea-spiders",2012,6555.928608
Krill,"Krill, planktonic crustaceans",CRUSTACEANS,Miscellaneous marine crustaceans,1976,NA
Krill,"Krill, planktonic crustaceans",CRUSTACEANS,Miscellaneous marine crustaceans,1977,NA
Krill,"Krill, planktonic crustaceans",CRUSTACEANS,Miscellaneous marine crustaceans,1978,NA
Krill,"Krill, planktonic crustaceans",CRUSTACEANS,Miscellaneous marine crustaceans,1979,NA
Krill,"Krill, planktonic crustaceans",CRUSTACEANS,Miscellaneous marine crustaceans,1980,NA
Krill,"Krill, planktonic crustaceans",CRUSTACEANS,Miscellaneous marine crustaceans,1981,NA
Krill,"Krill, planktonic crustaceans",CRUSTACEANS,Miscellaneous marine crustaceans,1982,NA
Krill,"Krill, planktonic crustaceans",CRUSTACEANS,Miscellaneous marine crustaceans,1983,311.5985359
Krill,"Krill, planktonic crustaceans",CRUSTACEANS,Miscellaneous marine crustaceans,1984,305.9956011
Krill,"Krill, planktonic crustaceans",CRUSTACEANS,Miscellaneous marine crustaceans,1985,273.7575681
Krill,"Krill, planktonic crustaceans",CRUSTACEANS,Miscellaneous marine crustaceans,1986,479.0012192
Krill,"Krill, planktonic crustaceans",CRUSTACEANS,Miscellaneous marine crustaceans,1987,491.0666667
Krill,"Krill, planktonic crustaceans",CRUSTACEANS,Miscellaneous marine crustaceans,1988,473.8526064
Krill,"Krill, planktonic crustaceans",CRUSTACEANS,Miscellaneous marine crustaceans,1989,489.8839039
Krill,"Krill, planktonic crustaceans",CRUSTACEANS,Miscellaneous marine crustaceans,1990,354.2037983
Krill,"Krill, planktonic crustaceans",CRUSTACEANS,Miscellaneous marine crustaceans,1991,517.6625522
Krill,"Krill, planktonic crustaceans",CRUSTACEANS,Miscellaneous marine crustaceans,1992,457.0826887
Krill,"Krill, planktonic crustaceans",CRUSTACEANS,Miscellaneous marine crustaceans,1993,418.4683102
Krill,"Krill, planktonic crustaceans",CRUSTACEANS,Miscellaneous marine crustaceans,1994,481.2308864
Krill,"Krill, planktonic crustaceans",CRUSTACEANS,Miscellaneous marine crustaceans,1995,NA
Krill,"Krill, planktonic crustaceans",CRUSTACEANS,Miscellaneous marine crustaceans,1996,NA
Krill,"Krill, planktonic crustaceans",CRUSTACEANS,Miscellaneous marine crustaceans,1997,NA
Krill,"Krill, planktonic crustaceans",CRUSTACEANS,Miscellaneous marine crustaceans,1998,NA
Krill,"Krill, planktonic crustaceans",CRUSTACEANS,Miscellaneous marine crustaceans,1999,NA
Krill,"Krill, planktonic crustaceans",CRUSTACEANS,Miscellaneous marine crustaceans,2000,NA
Krill,"Krill, planktonic crustaceans",CRUSTACEANS,Miscellaneous marine crustaceans,2001,NA
Krill,"Krill, planktonic crustaceans",CRUSTACEANS,Miscellaneous marine crustaceans,2002,NA
Krill,"Krill, planktonic crustaceans",CRUSTACEANS,Miscellaneous marine crustaceans,2003,NA
Krill,"Krill, planktonic crustaceans",CRUSTACEANS,Miscellaneous marine crustaceans,2004,NA
Krill,"Krill, planktonic crustaceans",CRUSTACEANS,Miscellaneous marine crustaceans,2005,NA
Krill,"Krill, planktonic crustaceans",CRUSTACEANS,Miscellaneous marine crustaceans,2006,NA
Krill,"Krill, planktonic crustaceans",CRUSTACEANS,Miscellaneous marine crustaceans,2007,NA
Krill,"Krill, planktonic crustaceans",CRUSTACEANS,Miscellaneous marine crustaceans,2008,NA
Krill,"Krill, planktonic crustaceans",CRUSTACEANS,Miscellaneous marine crustaceans,2009,NA
Krill,"Krill, planktonic crustaceans",CRUSTACEANS,Miscellaneous marine crustaceans,2010,NA
Krill,"Krill, planktonic crustaceans",CRUSTACEANS,Miscellaneous marine crustaceans,2011,NA
Krill,"Krill, planktonic crustaceans",CRUSTACEANS,Miscellaneous marine crustaceans,2012,NA
Lemon sole,"Flounders, halibuts, soles",MARINE FISHES,"Flounders, halibuts, soles",1976,NA
Lemon sole,"Flounders, halibuts, soles",MARINE FISHES,"Flounders, halibuts, soles",1977,728.702171
Lemon sole,"Flounders, halibuts, soles",MARINE FISHES,"Flounders, halibuts, soles",1978,NA
Lemon sole,"Flounders, halibuts, soles",MARINE FISHES,"Flounders, halibuts, soles",1979,NA
Lemon sole,"Flounders, halibuts, soles",MARINE FISHES,"Flounders, halibuts, soles",1980,NA
Lemon sole,"Flounders, halibuts, soles",MARINE FISHES,"Flounders, halibuts, soles",1981,1643.843808
Lemon sole,"Flounders, halibuts, soles",MARINE FISHES,"Flounders, halibuts, soles",1982,1314.709567
Lemon sole,"Flounders, halibuts, soles",MARINE FISHES,"Flounders, halibuts, soles",1983,1729.342655
Lemon sole,"Flounders, halibuts, soles",MARINE FISHES,"Flounders, halibuts, soles",1984,1310.877185
Lemon sole,"Flounders, halibuts, soles",MARINE FISHES,"Flounders, halibuts, soles",1985,1612.001493
Lemon sole,"Flounders, halibuts, soles",MARINE FISHES,"Flounders, halibuts, soles",1986,2120.642343
Lemon sole,"Flounders, halibuts, soles",MARINE FISHES,"Flounders, halibuts, soles",1987,2706.169747
Lemon sole,"Flounders, halibuts, soles",MARINE FISHES,"Flounders, halibuts, soles",1988,2310.211098
Lemon sole,"Flounders, halibuts, soles",MARINE FISHES,"Flounders, halibuts, soles",1989,1991.879763
Lemon sole,"Flounders, halibuts, soles",MARINE FISHES,"Flounders, halibuts, soles",1990,1762.529285
Lemon sole,"Flounders, halibuts, soles",MARINE FISHES,"Flounders, halibuts, soles",1991,1941.468124
Lemon sole,"Flounders, halibuts, soles",MARINE FISHES,"Flounders, halibuts, soles",1992,2299.990687
Lemon sole,"Flounders, halibuts, soles",MARINE FISHES,"Flounders, halibuts, soles",1993,2117.94514
Lemon sole,"Flounders, halibuts, soles",MARINE FISHES,"Flounders, halibuts, soles",1994,2826.202998
Lemon sole,"Flounders, halibuts, soles",MARINE FISHES,"Flounders, halibuts, soles",1995,2483.229795
Lemon sole,"Flounders, halibuts, soles",MARINE FISHES,"Flounders, halibuts, soles",1996,2534.285752
Lemon sole,"Flounders, halibuts, soles",MARINE FISHES,"Flounders, halibuts, soles",1997,2820.312447
Lemon sole,"Flounders, halibuts, soles",MARINE FISHES,"Flounders, halibuts, soles",1998,2462.935288
Lemon sole,"Flounders, halibuts, soles",MARINE FISHES,"Flounders, halibuts, soles",1999,1621.25072
Lemon sole,"Flounders, halibuts, soles",MARINE FISHES,"Flounders, halibuts, soles",2000,2466.663229
Lemon sole,"Flounders, halibuts, soles",MARINE FISHES,"Flounders, halibuts, soles",2001,2416.727795
Lemon sole,"Flounders, halibuts, soles",MARINE FISHES,"Flounders, halibuts, soles",2002,2783.044515
Lemon sole,"Flounders, halibuts, soles",MARINE FISHES,"Flounders, halibuts, soles",2003,2650.47638
Lemon sole,"Flounders, halibuts, soles",MARINE FISHES,"Flounders, halibuts, soles",2004,2951.175033
Lemon sole,"Flounders, halibuts, soles",MARINE FISHES,"Flounders, halibuts, soles",2005,3076.1694
Lemon sole,"Flounders, halibuts, soles",MARINE FISHES,"Flounders, halibuts, soles",2006,2826.441719
Lemon sole,"Flounders, halibuts, soles",MARINE FISHES,"Flounders, halibuts, soles",2007,3300.655007
Lemon sole,"Flounders, halibuts, soles",MARINE FISHES,"Flounders, halibuts, soles",2008,3073.617251
Lemon sole,"Flounders, halibuts, soles",MARINE FISHES,"Flounders, halibuts, soles",2009,2326.879368
Lemon sole,"Flounders, halibuts, soles",MARINE FISHES,"Flounders, halibuts, soles",2010,2420.757335
Lemon sole,"Flounders, halibuts, soles",MARINE FISHES,"Flounders, halibuts, soles",2011,2911.978172
Lemon sole,"Flounders, halibuts, soles",MARINE FISHES,"Flounders, halibuts, soles",2012,2646.538304
Ling,"Cods, hakes, haddocks",MARINE FISHES,"Cods, hakes, haddocks",1976,601.9712394
Ling,"Cods, hakes, haddocks",MARINE FISHES,"Cods, hakes, haddocks",1977,668.8680406
Ling,"Cods, hakes, haddocks",MARINE FISHES,"Cods, hakes, haddocks",1978,749.9042871
Ling,"Cods, hakes, haddocks",MARINE FISHES,"Cods, hakes, haddocks",1979,826.8124641
Ling,"Cods, hakes, haddocks",MARINE FISHES,"Cods, hakes, haddocks",1980,963.8847298
Ling,"Cods, hakes, haddocks",MARINE FISHES,"Cods, hakes, haddocks",1981,945.7124761
Ling,"Cods, hakes, haddocks",MARINE FISHES,"Cods, hakes, haddocks",1982,884.0833512
Ling,"Cods, hakes, haddocks",MARINE FISHES,"Cods, hakes, haddocks",1983,690.7480362
Ling,"Cods, hakes, haddocks",MARINE FISHES,"Cods, hakes, haddocks",1984,585.832209
Ling,"Cods, hakes, haddocks",MARINE FISHES,"Cods, hakes, haddocks",1985,642.0801137
Ling,"Cods, hakes, haddocks",MARINE FISHES,"Cods, hakes, haddocks",1986,1026.01219
Ling,"Cods, hakes, haddocks",MARINE FISHES,"Cods, hakes, haddocks",1987,1092.58916
Ling,"Cods, hakes, haddocks",MARINE FISHES,"Cods, hakes, haddocks",1988,1061.57704
Ling,"Cods, hakes, haddocks",MARINE FISHES,"Cods, hakes, haddocks",1989,1130.116831
Ling,"Cods, hakes, haddocks",MARINE FISHES,"Cods, hakes, haddocks",1990,1330.322364
Ling,"Cods, hakes, haddocks",MARINE FISHES,"Cods, hakes, haddocks",1991,1505.833415
Ling,"Cods, hakes, haddocks",MARINE FISHES,"Cods, hakes, haddocks",1992,1442.032229
Ling,"Cods, hakes, haddocks",MARINE FISHES,"Cods, hakes, haddocks",1993,1144.873595
Ling,"Cods, hakes, haddocks",MARINE FISHES,"Cods, hakes, haddocks",1994,1480.219859
Ling,"Cods, hakes, haddocks",MARINE FISHES,"Cods, hakes, haddocks",1995,1456.266657
Ling,"Cods, hakes, haddocks",MARINE FISHES,"Cods, hakes, haddocks",1996,1381.909936
Ling,"Cods, hakes, haddocks",MARINE FISHES,"Cods, hakes, haddocks",1997,1625.227475
Ling,"Cods, hakes, haddocks",MARINE FISHES,"Cods, hakes, haddocks",1998,1300.551349
Ling,"Cods, hakes, haddocks",MARINE FISHES,"Cods, hakes, haddocks",1999,1160.528867
Ling,"Cods, hakes, haddocks",MARINE FISHES,"Cods, hakes, haddocks",2000,1298.328465
Ling,"Cods, hakes, haddocks",MARINE FISHES,"Cods, hakes, haddocks",2001,1434.419142
Ling,"Cods, hakes, haddocks",MARINE FISHES,"Cods, hakes, haddocks",2002,1461.146746
Ling,"Cods, hakes, haddocks",MARINE FISHES,"Cods, hakes, haddocks",2003,1305.320555
Ling,"Cods, hakes, haddocks",MARINE FISHES,"Cods, hakes, haddocks",2004,1363.635989
Ling,"Cods, hakes, haddocks",MARINE FISHES,"Cods, hakes, haddocks",2005,1307.629003
Ling,"Cods, hakes, haddocks",MARINE FISHES,"Cods, hakes, haddocks",2006,1544.500427
Ling,"Cods, hakes, haddocks",MARINE FISHES,"Cods, hakes, haddocks",2007,2011.688791
Ling,"Cods, hakes, haddocks",MARINE FISHES,"Cods, hakes, haddocks",2008,1984.591831
Ling,"Cods, hakes, haddocks",MARINE FISHES,"Cods, hakes, haddocks",2009,1542.478088
Ling,"Cods, hakes, haddocks",MARINE FISHES,"Cods, hakes, haddocks",2010,1795.027454
Ling,"Cods, hakes, haddocks",MARINE FISHES,"Cods, hakes, haddocks",2011,1931.322992
Ling,"Cods, hakes, haddocks",MARINE FISHES,"Cods, hakes, haddocks",2012,1622.319734
Lizardfish,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,1976,NA
Lizardfish,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,1977,NA
Lizardfish,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,1978,NA
Lizardfish,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,1979,NA
Lizardfish,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,1980,NA
Lizardfish,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,1981,NA
Lizardfish,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,1982,NA
Lizardfish,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,1983,NA
Lizardfish,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,1984,NA
Lizardfish,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,1985,NA
Lizardfish,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,1986,NA
Lizardfish,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,1987,NA
Lizardfish,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,1988,NA
Lizardfish,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,1989,NA
Lizardfish,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,1990,NA
Lizardfish,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,1991,NA
Lizardfish,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,1992,NA
Lizardfish,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,1993,NA
Lizardfish,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,1994,NA
Lizardfish,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,1995,NA
Lizardfish,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,1996,NA
Lizardfish,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,1997,NA
Lizardfish,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,1998,NA
Lizardfish,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,1999,NA
Lizardfish,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,2000,NA
Lizardfish,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,2001,NA
Lizardfish,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,2002,NA
Lizardfish,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,2003,NA
Lizardfish,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,2004,NA
Lizardfish,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,2005,NA
Lizardfish,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,2006,NA
Lizardfish,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,2007,NA
Lizardfish,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,2008,NA
Lizardfish,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,2009,NA
Lizardfish,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,2010,NA
Lizardfish,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,2011,NA
Lizardfish,Miscellaneous coastal fishes,MARINE FISHES,Miscellaneous coastal fishes,2012,391.9092096
Lobsters,"Lobsters, spiny-rock lobsters",CRUSTACEANS,"Lobsters, spiny-rock lobsters",1976,4043.16972
Lobsters,"Lobsters, spiny-rock lobsters",CRUSTACEANS,"Lobsters, spiny-rock lobsters",1977,4215.652394
Lobsters,"Lobsters, spiny-rock lobsters",CRUSTACEANS,"Lobsters, spiny-rock lobsters",1978,4741.096196
Lobsters,"Lobsters, spiny-rock lobsters",CRUSTACEANS,"Lobsters, spiny-rock lobsters",1979,4864.459963
Lobsters,"Lobsters, spiny-rock lobsters",CRUSTACEANS,"Lobsters, spiny-rock lobsters",1980,5159.093525
Lobsters,"Lobsters, spiny-rock lobsters",CRUSTACEANS,"Lobsters, spiny-rock lobsters",1981,5117.513221
Lobsters,"Lobsters, spiny-rock lobsters",CRUSTACEANS,"Lobsters, spiny-rock lobsters",1982,5689.736162
Lobsters,"Lobsters, spiny-rock lobsters",CRUSTACEANS,"Lobsters, spiny-rock lobsters",1983,5520.378658
Lobsters,"Lobsters, spiny-rock lobsters",CRUSTACEANS,"Lobsters, spiny-rock lobsters",1984,5438.352446
Lobsters,"Lobsters, spiny-rock lobsters",CRUSTACEANS,"Lobsters, spiny-rock lobsters",1985,5438.580005
Lobsters,"Lobsters, spiny-rock lobsters",CRUSTACEANS,"Lobsters, spiny-rock lobsters",1986,6081.373475
Lobsters,"Lobsters, spiny-rock lobsters",CRUSTACEANS,"Lobsters, spiny-rock lobsters",1987,6827.957263
Lobsters,"Lobsters, spiny-rock lobsters",CRUSTACEANS,"Lobsters, spiny-rock lobsters",1988,7032.83137
Lobsters,"Lobsters, spiny-rock lobsters",CRUSTACEANS,"Lobsters, spiny-rock lobsters",1989,7503.972917
Lobsters,"Lobsters, spiny-rock lobsters",CRUSTACEANS,"Lobsters, spiny-rock lobsters",1990,6332.95188
Lobsters,"Lobsters, spiny-rock lobsters",CRUSTACEANS,"Lobsters, spiny-rock lobsters",1991,7063.880475
Lobsters,"Lobsters, spiny-rock lobsters",CRUSTACEANS,"Lobsters, spiny-rock lobsters",1992,8031.458074
Lobsters,"Lobsters, spiny-rock lobsters",CRUSTACEANS,"Lobsters, spiny-rock lobsters",1993,7755.681494
Lobsters,"Lobsters, spiny-rock lobsters",CRUSTACEANS,"Lobsters, spiny-rock lobsters",1994,9578.320551
Lobsters,"Lobsters, spiny-rock lobsters",CRUSTACEANS,"Lobsters, spiny-rock lobsters",1995,9290.575635
Lobsters,"Lobsters, spiny-rock lobsters",CRUSTACEANS,"Lobsters, spiny-rock lobsters",1996,9428.784531
Lobsters,"Lobsters, spiny-rock lobsters",CRUSTACEANS,"Lobsters, spiny-rock lobsters",1997,9459.577502
Lobsters,"Lobsters, spiny-rock lobsters",CRUSTACEANS,"Lobsters, spiny-rock lobsters",1998,9433.057737
Lobsters,"Lobsters, spiny-rock lobsters",CRUSTACEANS,"Lobsters, spiny-rock lobsters",1999,10547.49749
Lobsters,"Lobsters, spiny-rock lobsters",CRUSTACEANS,"Lobsters, spiny-rock lobsters",2000,9715.063444
Lobsters,"Lobsters, spiny-rock lobsters",CRUSTACEANS,"Lobsters, spiny-rock lobsters",2001,10188.31595
Lobsters,"Lobsters, spiny-rock lobsters",CRUSTACEANS,"Lobsters, spiny-rock lobsters",2002,10132.74539
Lobsters,"Lobsters, spiny-rock lobsters",CRUSTACEANS,"Lobsters, spiny-rock lobsters",2003,10868.27291
